Polarization of Light 'Brewsters' Data File Thu, Mar 21, 2024 10:49 AM
Sensor Position (Degrees)	Light Intensity (Volts)
189.61667	0.57823
189.91667	0.48593
190.21667	0.30294
190.46667	0.10481
190.70000	0.00494
190.90000	0.00204
191.15000	-0.00021
191.35000	-0.00005
191.55000	-0.00005
191.76667	-0.00053
192.00000	-0.00037
192.25000	0.00800
192.50000	0.06873
192.70000	0.02540
192.90000	0.01380
193.11667	0.10191
193.33333	0.08935
193.56667	0.41683
193.81667	0.70613
194.06667	0.68261
194.28333	0.92907
194.48333	1.04215
194.68333	1.00864
194.85000	0.97401
195.01667	0.98206
195.15000	0.99415
195.30000	0.96402
195.45000	0.97514
195.65000	1.02427
195.83333	1.02056
196.06667	1.04215
196.31667	1.02813
196.55000	0.96257
196.80000	0.76428
197.03333	0.40604
197.20000	0.23738
197.36667	0.04215
197.51667	0.00236
197.71667	0.00623
197.91667	0.05149
198.10000	0.06422
198.30000	0.08065
198.55000	0.16683
198.83333	0.22756
199.15000	0.46161
199.45000	0.64959
199.73333	0.78619
200.00000	0.84885
200.23333	0.86528
200.43333	0.85932
200.63333	0.85819
200.88333	0.84514
201.15000	0.82855
201.46667	0.83258
201.71667	0.83661
202.00000	0.83435
202.20000	0.82839
202.40000	0.82517
202.56667	0.80359
202.76667	0.78087
202.98333	0.74527
203.23333	0.68294
203.46667	0.68745
203.71667	0.70710
203.96667	0.70388
204.26667	0.72288
204.55000	0.72127
204.85000	0.72031
205.13333	0.71741
205.40000	0.71692
205.66667	0.71112
205.93333	0.70790
206.18333	0.70210
206.48333	0.69228
206.75000	0.68165
207.05000	0.56873
207.31667	0.31229
207.55000	0.58129
207.73333	0.63928
207.90000	0.62430
208.03333	0.63042
208.16667	0.64057
208.28333	0.63413
208.43333	0.62752
208.58333	0.60884
208.73333	0.56953
208.86667	0.54006
208.98333	0.44808
209.11667	0.30198
209.25000	0.24560
209.41667	0.26010
209.58333	0.46692
209.71667	0.53120
209.83333	0.53538
209.95000	0.52379
210.06667	0.48931
210.16667	0.46709
210.30000	0.44566
210.45000	0.45790
210.61667	0.49399
210.80000	0.51525
210.95000	0.52926
211.08333	0.53313
211.18333	0.51654
211.28333	0.50317
211.38333	0.48754
211.51667	0.50542
211.63333	0.51783
211.75000	0.52669
211.88333	0.53941
212.03333	0.53474
212.20000	0.52959
212.38333	0.52508
212.55000	0.52846
212.71667	0.52765
212.88333	0.52346
213.03333	0.51267
213.18333	0.50462
213.30000	0.50011
213.40000	0.50494
213.51667	0.50575
213.65000	0.50301
213.80000	0.50413
213.98333	0.50059
214.16667	0.49173
214.33333	0.49350
214.46667	0.48690
214.61667	0.48319
214.76667	0.47723
214.91667	0.47643
215.06667	0.47450
215.21667	0.47466
215.33333	0.47079
215.45000	0.46515
215.56667	0.46161
215.73333	0.45855
215.98333	0.44163
216.20000	0.43278
216.45000	0.43278
216.65000	0.43310
216.90000	0.44196
217.11667	0.43342
217.33333	0.42456
217.55000	0.26879
217.76667	0.15636
217.98333	0.24785
218.18333	0.39170
218.38333	0.41006
218.56667	0.40974
218.75000	0.40217
218.91667	0.39508
219.06667	0.37994
219.21667	0.39057
219.40000	0.40008
219.58333	0.39041
219.81667	0.38703
220.01667	0.37833
220.23333	0.34547
220.45000	0.32050
220.63333	0.34321
220.81667	0.36947
220.98333	0.37414
221.16667	0.37688
221.33333	0.36673
221.51667	0.36689
221.68333	0.36287
221.83333	0.36029
221.98333	0.35078
222.15000	0.34064
222.30000	0.33870
222.45000	0.34193
222.60000	0.34466
222.73333	0.34644
222.86667	0.34708
223.00000	0.34354
223.15000	0.34160
223.31667	0.33951
223.51667	0.33580
223.70000	0.32920
223.88333	0.32485
224.05000	0.31744
224.20000	0.32388
224.30000	0.32276
224.38333	0.32276
224.48333	0.32453
224.58333	0.32437
224.68333	0.32115
224.81667	0.31776
224.93333	0.31438
225.05000	0.31164
225.16667	0.31003
225.26667	0.31148
225.40000	0.31051
225.51667	0.31341
225.66667	0.30842
225.83333	0.30069
226.00000	0.28861
226.13333	0.29247
226.26667	0.29183
226.38333	0.29650
226.48333	0.29876
226.60000	0.29473
226.75000	0.29070
226.90000	0.27411
227.03333	0.20404
227.20000	0.10578
227.35000	0.00172
227.45000	-0.00102
227.55000	-0.00021
227.65000	0.00108
227.75000	0.13026
227.86667	0.21097
228.00000	0.26718
228.15000	0.27669
228.28333	0.27330
228.43333	0.27250
228.60000	0.22337
228.70000	0.15894
228.81667	0.10175
228.91667	0.15749
229.05000	0.22240
229.16667	0.16989
229.31667	0.14508
229.50000	0.24640
229.66667	0.26573
229.83333	0.26461
229.98333	0.26348
230.11667	0.26106
230.28333	0.26010
230.45000	0.26106
230.63333	0.25623
230.83333	0.23964
231.05000	0.11931
231.25000	0.00188
231.43333	-0.00118
231.56667	-0.00070
231.71667	-0.00070
231.85000	-0.00021
231.96667	0.01187
232.05000	0.22562
232.13333	0.24785
232.18333	0.23191
232.25000	0.14379
232.31667	0.09289
232.38333	0.09499
232.46667	0.11754
232.55000	0.16602
232.65000	0.18407
232.75000	0.20372
232.86667	0.21242
232.98333	0.21950
233.10000	0.21451
233.25000	0.20613
233.40000	0.20339
233.58333	0.20855
233.80000	0.21805
234.03333	0.23448
234.23333	0.22417
234.36667	0.22562
234.46667	0.22144
234.56667	0.22015
234.68333	0.21548
234.81667	0.20356
235.00000	0.19631
235.16667	0.19953
235.36667	0.20968
235.55000	0.21370
235.76667	0.21564
235.95000	0.21129
236.21667	0.21225
236.48333	0.21000
236.70000	0.20646
236.91667	0.19969
237.11667	0.19905
237.28333	0.19566
237.41667	0.19518
237.51667	0.20050
237.63333	0.20259
237.73333	0.20114
237.88333	0.20114
238.03333	0.19824
238.18333	0.19872
238.33333	0.19792
238.48333	0.19679
238.65000	0.19727
238.83333	0.19663
239.00000	0.19212
239.18333	0.19083
239.36667	0.18713
239.55000	0.19115
239.75000	0.18600
239.95000	0.18294
240.13333	0.18133
240.33333	0.18342
240.53333	0.18020
240.70000	0.18117
240.85000	0.18052
241.00000	0.18262
241.13333	0.18052
241.30000	0.17939
241.41667	0.17762
241.53333	0.17875
241.65000	0.17440
241.76667	0.17488
241.90000	0.17875
242.03333	0.17070
242.16667	0.16860
242.30000	0.17214
242.46667	0.17214
242.60000	0.17005
242.75000	0.17070
242.88333	0.16812
242.98333	0.16941
243.10000	0.17102
243.20000	0.16538
243.31667	0.16506
243.43333	0.15942
243.55000	0.16184
243.68333	0.15749
243.81667	0.16457
243.93333	0.16731
244.05000	0.16441
244.16667	0.16087
244.30000	0.15942
244.48333	0.15926
244.63333	0.15555
244.75000	0.15878
244.85000	0.16345
244.95000	0.16135
245.05000	0.15926
245.20000	0.15813
245.36667	0.15861
245.51667	0.15797
245.66667	0.15813
245.83333	0.15426
246.03333	0.12350
246.23333	0.02604
246.40000	0.02604
246.55000	0.06406
246.66667	0.07372
246.80000	0.00462
246.91667	0.01058
247.03333	0.07179
247.13333	0.11351
247.26667	0.12656
247.40000	0.13574
247.56667	0.13880
247.73333	0.13365
247.90000	0.13671
248.10000	0.12157
248.31667	0.10530
248.56667	0.07163
248.76667	0.09547
248.88333	0.11561
248.96667	0.13638
249.03333	0.14347
249.11667	0.13832
249.20000	0.11802
249.26667	0.07405
249.33333	0.06470
249.40000	0.07501
249.50000	0.08178
249.60000	0.05552
249.71667	0.02540
249.88333	0.01461
250.01667	0.00381
250.15000	0.00301
250.31667	0.00269
250.45000	0.00027
250.55000	0.00011
250.65000	-0.00005
250.71667	0.00543
250.78333	0.00704
250.83333	0.01026
250.91667	0.01300
251.01667	0.03442
251.15000	0.09418
251.30000	0.11899
251.45000	0.12898
251.63333	0.13075
251.85000	0.12640
252.06667	0.12559
252.28333	0.12092
252.51667	0.11561
252.71667	0.11029
252.91667	0.11995
253.11667	0.12430
253.33333	0.12511
253.55000	0.12881
253.71667	0.12366
253.90000	0.12350
254.10000	0.12382
254.31667	0.12205
254.51667	0.11432
254.71667	0.08484
254.88333	0.08307
255.06667	0.07727
255.25000	0.06454
255.43333	0.09209
255.58333	0.11738
255.71667	0.11706
255.88333	0.11850
256.05000	0.11867
256.20000	0.11609
256.35000	0.11738
256.50000	0.11544
256.61667	0.11528
256.76667	0.11480
256.95000	0.11818
257.15000	0.11496
257.35000	0.11738
257.55000	0.11045
257.75000	0.10352
257.91667	0.08999
258.10000	0.08129
258.28333	0.07227
258.50000	0.09901
258.68333	0.11109
258.90000	0.10771
259.10000	0.11093
259.26667	0.11174
259.38333	0.11093
259.45000	0.10095
259.50000	0.09177
259.56667	0.09756
259.61667	0.09966
259.76667	0.09225
259.95000	0.08307
260.10000	0.06374
260.25000	0.05149
260.43333	0.01960
260.68333	0.01203
261.00000	0.00236
261.26667	0.00478
261.53333	0.00333
261.73333	0.02556
261.95000	0.06664
262.18333	0.09805
262.40000	0.10369
262.63333	0.10272
262.85000	0.10288
263.11667	0.10191
263.40000	0.09628
263.66667	0.08806
263.96667	0.03877
264.25000	0.00075
264.53333	0.00092
264.78333	0.00027
264.98333	0.02588
265.16667	0.09450
265.33333	0.09708
265.50000	0.02798
265.70000	0.01026
265.88333	0.01847
266.10000	0.02975
266.25000	0.01606
266.31667	0.00768
266.35000	0.00027
266.38333	0.00043
266.50000	-0.00102
266.70000	-0.00263
266.86667	0.00027
266.93333	-0.00150
266.98333	-0.00005
267.05000	0.02814
267.15000	0.02637
267.35000	0.03764
267.61667	0.06567
267.85000	0.07791
268.10000	0.08774
268.30000	0.08194
268.45000	0.07614
268.65000	0.06116
268.85000	0.02524
269.11667	0.04247
269.43333	0.06148
269.76667	0.08146
270.13333	0.08822
270.58333	0.09160
270.95000	0.08838
271.30000	0.08709
271.55000	0.08677
271.81667	0.08725
272.05000	0.08645
272.31667	0.08613
272.60000	0.08419
272.81667	0.08742
272.98333	0.08436
273.15000	0.08484
273.35000	0.08887
273.60000	0.08838
273.83333	0.08226
274.10000	0.08129
274.43333	0.05745
274.68333	0.01139
274.93333	-0.00086
275.20000	-0.00053
275.46667	-0.00086
275.75000	-0.00037
276.00000	0.00124
276.15000	0.00092
276.25000	0.00430
276.31667	0.04618
276.35000	0.07985
276.36667	0.08162
276.36667	0.08113
276.41667	0.08274
276.50000	0.07952
276.60000	0.02379
276.66667	-0.00070
276.70000	-0.00053
276.73333	-0.00231
276.75000	-0.00231
276.76667	-0.00166
276.76667	-0.00343
276.76667	-0.00263
276.76667	0.00108
276.78333	-0.00118
276.76667	-0.00150
276.76667	-0.00070
276.76667	-0.00198
276.76667	-0.00215
276.76667	-0.00166
276.76667	-0.00118
276.76667	-0.00166
276.76667	-0.00070
276.76667	-0.00134
276.76667	-0.00166
276.76667	-0.00102
276.76667	-0.00150
276.76667	-0.00166
276.76667	-0.00134
276.76667	-0.00102
276.76667	-0.00134
276.76667	-0.00182
276.76667	-0.00102
276.76667	-0.00021
276.76667	-0.00005
276.76667	-0.00150
276.76667	-0.00134
276.76667	-0.00150
276.76667	-0.00150
276.76667	-0.00150
276.76667	-0.00231
276.76667	-0.00102
276.76667	-0.00231
276.76667	0.05955
276.76667	0.07759
276.76667	0.00881
276.76667	-0.00070
276.76667	-0.00150
276.76667	0.00140
276.76667	0.00140
276.76667	-0.00053
276.76667	-0.00086
276.76667	-0.00070
276.76667	-0.00053
276.76667	0.00124
276.76667	0.00011
276.76667	0.00108
276.76667	-0.00053
276.76667	0.00027
276.78333	-0.00037
276.78333	-0.00086
276.83333	0.00059
276.98333	0.00059
277.35000	0.00269
277.90000	0.05166
278.48333	0.07179
279.00000	0.07840
279.40000	0.07292
279.80000	0.07018
280.18333	0.04086
280.53333	0.00462
280.85000	0.00043
281.13333	-0.00215
281.45000	-0.00263
281.71667	-0.00118
281.93333	-0.00198
282.13333	-0.00070
282.31667	-0.00150
282.53333	-0.00198
282.76667	-0.00118
283.01667	-0.00134
283.33333	-0.00327
283.68333	-0.00198
284.08333	-0.00102
284.40000	-0.00198
284.70000	-0.00134
285.03333	-0.00086
285.38333	-0.00118
285.73333	-0.00118
286.01667	0.00075
286.25000	-0.00086
286.55000	-0.00086
286.80000	-0.00134
287.06667	-0.00166
287.36667	0.00108
287.66667	0.00220
287.95000	0.01235
288.26667	0.01348
288.58333	0.00462
288.93333	0.01912
289.23333	0.00526
289.51667	-0.00053
289.78333	-0.00102
290.05000	0.00075
290.36667	0.00172
290.68333	0.00430
290.93333	0.00156
291.18333	-0.00021
291.40000	0.00059
291.61667	-0.00215
291.83333	-0.00005
292.08333	-0.00021
292.38333	-0.00231
292.70000	0.00011
293.05000	0.00671
293.38333	0.04441
293.73333	0.06213
294.10000	0.06019
294.50000	0.06197
294.96667	0.06261
295.61667	0.06180
296.15000	0.06164
296.53333	0.06325
296.81667	0.06615
297.05000	0.06035
297.36667	0.05278
297.68333	0.02927
298.00000	0.01090
298.28333	0.02524
298.56667	0.04876
298.83333	0.05407
299.11667	0.05633
299.40000	0.05729
299.63333	0.06406
299.80000	0.06358
299.96667	0.05971
300.21667	0.05713
300.53333	0.05246
300.91667	0.05971
301.30000	0.06261
301.66667	0.06132
301.96667	0.05391
302.26667	0.03120
302.63333	0.01251
302.96667	0.00752
303.25000	0.01880
303.50000	0.00752
303.80000	0.00027
304.10000	0.00253
304.38333	0.00253
304.66667	0.00092
305.00000	-0.00134
305.35000	0.00059
305.70000	0.00059
306.05000	-0.00102
306.33333	0.00011
306.55000	-0.00118
306.73333	-0.00263
306.90000	-0.00182
307.10000	-0.00327
307.31667	0.00220
307.56667	0.02572
307.90000	0.05294
308.23333	0.05601
308.58333	0.05939
308.88333	0.05874
309.25000	0.05456
309.58333	0.05697
309.93333	0.05713
310.28333	0.06052
310.65000	0.05713
310.98333	0.04022
311.26667	0.03023
311.48333	0.04972
311.70000	0.05842
311.96667	0.05665
312.23333	0.05762
312.46667	0.05536
312.73333	0.05681
312.98333	0.05488
313.23333	0.05601
313.53333	0.05520
313.81667	0.05407
314.05000	0.05423
314.25000	0.05794
314.46667	0.05149
314.73333	0.05294
315.01667	0.05794
315.26667	0.05423
315.50000	0.05327
315.73333	0.05601
316.05000	0.05182
316.33333	0.05278
316.63333	0.04715
316.91667	0.04457
317.16667	0.04505
317.45000	0.05037
317.73333	0.05762
318.01667	0.05439
318.35000	0.05472
318.71667	0.05584
319.08333	0.05713
319.51667	0.05697
319.95000	0.05601
320.28333	0.05584
320.51667	0.05359
320.68333	0.05713
320.90000	0.05166
321.13333	0.04924
321.38333	0.04940
321.63333	0.04827
321.91667	0.04650
322.21667	0.04988
322.51667	0.04811
322.80000	0.04860
323.05000	0.04360
323.31667	0.05198
323.55000	0.05101
323.78333	0.04924
324.00000	0.04698
324.13333	0.04618
324.23333	0.04650
324.40000	0.04747
324.63333	0.04215
324.90000	0.03555
325.21667	0.04199
325.56667	0.04280
325.86667	0.04553
326.15000	0.05069
326.43333	0.05407
326.66667	0.05198
326.88333	0.05488
327.08333	0.05262
327.26667	0.05327
327.43333	0.05423
327.60000	0.05762
327.71667	0.05472
327.81667	0.05713
327.88333	0.05423
327.95000	0.05552
328.05000	0.05311
328.15000	0.05343
328.25000	0.05133
328.35000	0.04715
328.46667	0.04634
328.60000	0.03845
328.76667	0.04473
328.90000	0.05021
328.98333	0.04956
329.03333	0.03893
329.08333	0.02830
329.16667	0.01928
329.25000	0.00301
329.30000	0.00220
329.31667	0.00430
329.31667	0.01267
329.31667	0.01090
329.31667	0.01670
329.31667	0.01461
329.31667	0.03329
329.31667	0.05681
329.30000	0.05343
329.30000	0.03684
329.30000	0.03845
329.30000	0.04167
329.30000	0.03957
329.30000	0.03893
329.30000	0.04070
329.30000	0.03732
329.30000	0.03893
329.30000	0.03941
329.30000	0.03539
329.30000	0.03829
329.30000	0.03780
329.30000	0.04086
329.30000	0.03603
329.30000	0.03893
329.30000	0.03780
329.30000	0.03861
329.30000	0.03925
329.30000	0.04070
329.30000	0.03780
329.30000	0.03700
329.30000	0.03716
329.30000	0.03668
329.30000	0.03941
329.30000	0.03539
329.30000	0.03796
329.30000	0.03829
329.30000	0.03394
329.30000	0.03764
329.30000	0.03780
329.30000	0.03458
329.30000	0.03732
329.30000	0.03619
329.30000	0.03780
329.30000	0.03684
329.30000	0.03619
329.30000	0.03716
329.30000	0.03812
329.30000	0.03941
329.30000	0.03668
329.30000	0.03829
329.30000	0.03829
329.30000	0.03990
329.28333	0.03829
329.28333	0.03780
329.28333	0.03603
329.28333	0.03587
329.28333	0.03668
